ID,Name,Title,Blurb,Partype,Attack,Defense,Magic,Difficulty,HP,HP_per_Level,MP,MP_per_Level,Move_Speed,Armor,Armor_per_Level,Spell_Block,Spell_Block_per_Level,Attack_Range,HP_Regen,HP_Regen_per_Level,MP_Regen,MP_Regen_per_Level,Crit,Crit_per_Level,Attack_Damage,Attack_Damage_per_Level,Attack_Speed_per_Level,Attack_Speed,Tags
Veigar,Veigar,the Tiny Master of Evil,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...",Mana,2,2,10,7,580,108,490,26.0,340,18,5.2,32,1.3,550,6.5,0.6,8.0,0.8,0,0,52,2.7,2.24,0.625,Mage
Velkoz,Velkoz,the Eye of the Void,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...",Mana,2,2,10,8,590,102,469,21.0,340,22,4.7,30,1.3,525,5.5,0.55,8.0,0.8,0,0,55,3.1416,1.59,0.643,Mage
Vex,Vex,the Gloomist,"In the black heart of the Shadow Isles, a lone yordle trudges through the spectral fog, content in its murky misery. With an endless supply of teen angst and a powerful shadow in tow, Vex lives in her own self-made slice of gloom, far from the revolting...",Mana,0,0,0,0,590,104,490,32.0,335,23,4.45,28,1.3,550,6.5,0.6,6.0,0.8,0,0,54,2.75,1.0,0.669,Mage
Vi,Vi,the Piltover Enforcer,"Raised on the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with very little respect for authority. She has always been a shrewd survivor, both from her youthful troublemaking topside and an unfairly long stint in Stillwater...",Mana,8,5,3,4,655,99,295,65.0,340,30,4.7,32,2.05,125,10.0,1.0,8.0,0.65,0,0,63,3.0,2.0,0.644,Fighter
Viego,Viego,The Ruined King,"Once ruler of a long-lost kingdom, Viego perished over a thousand years ago when his attempt to bring his wife back from the dead triggered the magical catastrophe known as the Ruination. Transformed into a powerful, unliving specter tortured by an...",None,6,4,2,5,630,109,10000,0.0,345,34,4.6,32,2.05,200,7.0,0.7,0.0,0.0,0,0,57,3.5,2.5,0.658,Fighter
Viktor,Viktor,the Herald of the Arcane,"The fully biomechanical evolution of his former self, Viktor has embraced his Glorious Evolution and become something of a messiah to his followers. He sacrificed his own humanity under the logic that eliminating emotion would thereby eliminate...",Mana,2,4,10,9,600,100,405,45.0,335,23,4.4,30,1.3,525,8.0,0.65,8.0,0.8,0,0,53,3.0,2.11,0.658,Mage
Vladimir,Vladimir,the Crimson Reaper,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...",Crimson Rush,2,6,8,7,607,110,2,0.0,330,27,4.5,30,1.3,450,7.0,0.6,0.0,0.0,0,0,55,3.0,2.0,0.658,Mage
Volibear,Volibear,the Relentless Storm,"To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created...",Mana,7,7,4,3,650,104,350,70.0,340,31,5.2,32,2.05,150,9.0,0.75,6.25,0.5,0,0,60,3.5,2.0,0.625,Fighter
Warwick,Warwick,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. He bursts from the shadows to prey upon...",Mana,9,5,3,3,620,99,280,35.0,335,33,4.4,32,2.05,125,4.0,0.75,7.45,0.6,0,0,60,2.75,2.3,0.638,Fighter
Xayah,Xayah,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",Mana,10,6,1,5,630,107,340,40.0,330,25,4.2,30,1.3,525,3.25,0.75,8.25,0.8,0,0,60,3.5,3.9,0.658,Marksman
Xerath,Xerath,the Magus Ascendant,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...",Mana,1,3,10,8,596,106,400,22.0,340,22,4.7,30,1.3,525,5.5,0.55,6.85,0.8,0,0,55,3.0,1.36,0.658,Mage
XinZhao,XinZhao,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...",Mana,8,6,3,2,640,106,274,55.0,345,35,5.0,32,2.05,175,8.0,0.7,7.25,0.45,0,0,63,3.0,3.5,0.645,Fighter
Yasuo,Yasuo,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...",Flow,8,4,4,10,590,110,100,0.0,345,32,4.6,32,2.05,175,6.5,0.9,0.0,0.0,0,0,60,3.0,3.5,0.697,Fighter
Yone,Yone,the Unforgotten,"In life, he was Yone—half-brother of Yasuo, and renowned student of his village's sword school. But upon his death at the hands of his brother, he found himself hunted by a malevolent entity of the spirit realm, and was forced to slay it with its own...",Flow,8,4,4,8,620,105,500,0.0,345,33,4.6,32,2.05,175,7.5,0.75,0.0,0.0,0,0,60,2.0,3.5,0.625,Fighter
Yorick,Yorick,Shepherd of Souls,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking wraiths that he gathers to him. Yorick's monstrous...",Mana,6,6,4,6,650,114,300,60.0,340,39,5.2,32,2.05,175,8.0,0.8,7.5,0.75,0,0,62,5.0,2.0,0.625,Fighter
Yuumi,Yuumi,the Magical Cat,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...",Mana,5,1,8,2,500,69,440,45.0,330,25,4.2,25,1.1,425,5.0,0.55,10.0,0.4,0,0,49,3.1,1.0,0.625,Support
Zac,Zac,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...",None,3,7,7,8,685,109,0,0.0,340,33,4.7,32,2.05,175,5.0,0.5,0.0,0.0,0,0,60,3.4,1.6,0.736,Tank
Zed,Zed,the Master of Shadows,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...",Energy,9,2,1,7,654,99,200,0.0,345,32,4.7,29,2.05,125,7.0,0.65,50.0,0.0,0,0,63,3.4,3.3,0.651,Assassin
Zeri,Zeri,The Spark of Zaun,"A headstrong, spirited young woman from Zaun's working-class, Zeri channels her electric magic to charge herself and her custom-crafted gun. Her volatile power mirrors her emotions, its sparks reflecting her lightning-fast approach to life. Deeply...",Mana,8,5,3,6,600,110,250,45.0,330,24,4.2,30,1.3,500,3.25,0.7,6.0,0.8,0,0,56,2.0,2.0,0.658,Marksman
Ziggs,Ziggs,the Hexplosives Expert,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...",Mana,2,4,9,4,606,106,480,23.5,325,21,4.7,30,1.3,550,6.5,0.6,8.0,0.8,0,0,55,3.1,2.0,0.656,Mage
Zilean,Zilean,the Chronokeeper,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...",Mana,2,5,8,6,574,96,452,50.0,335,24,5.0,30,1.3,550,5.5,0.5,11.35,0.8,0,0,52,3.0,2.13,0.658,Support
Zoe,Zoe,the Aspect of Twilight,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...",Mana,1,7,8,5,630,106,425,25.0,340,21,4.7,30,1.3,550,7.5,0.6,8.0,0.65,0,0,58,3.3,2.5,0.658,Mage
Zyra,Zyra,Rise of the Thorns,"Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form—an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks...",Mana,4,3,8,7,574,93,418,25.0,340,29,4.2,30,1.3,575,5.5,0.5,7.0,0.8,0,0,53,3.2,2.11,0.681,Mage
